,fpr_log,tpr_log
0,0.0,0.0
1,6.924392557662879e-06,0.2263056092843327
2,7.553882790177687e-06,0.2316247582205029
3,8.183373022692494e-06,0.23404255319148937
4,8.183373022692494e-06,0.23549323017408125
5,8.8128632552073e-06,0.23597678916827852
6,8.8128632552073e-06,0.2369439071566731
7,8.8128632552073e-06,0.23984526112185686
8,8.8128632552073e-06,0.24081237911025144
9,8.8128632552073e-06,0.24129593810444874
10,8.8128632552073e-06,0.2432301740812379
11,8.8128632552073e-06,0.2441972920696325
12,8.8128632552073e-06,0.24516441005802708
13,8.8128632552073e-06,0.24709864603481624
14,9.442353487722107e-06,0.24758220502901354
15,9.442353487722107e-06,0.2524177949709865
16,1.0071843720236914e-05,0.2524177949709865
17,1.0071843720236914e-05,0.25822050290135395
18,1.0071843720236914e-05,0.25967117988394584
19,1.0071843720236914e-05,0.26499032882011603
20,1.0701333952751723e-05,0.26499032882011603
21,1.0701333952751723e-05,0.26547388781431336
22,1.133082418526653e-05,0.26547388781431336
23,1.133082418526653e-05,0.26934235976789167
24,1.1960314417781337e-05,0.26934235976789167
25,1.1960314417781337e-05,0.269825918762089
26,1.2589804650296144e-05,0.269825918762089
27,1.2589804650296144e-05,0.2741779497098646
28,1.321929488281095e-05,0.2741779497098646
29,1.321929488281095e-05,0.2761121856866538
30,1.3848785115325758e-05,0.2761121856866538
31,1.3848785115325758e-05,0.27707930367504835
32,1.4478275347840565e-05,0.27707930367504835
33,1.4478275347840565e-05,0.2799806576402321
34,1.5107765580355373e-05,0.2799806576402321
35,1.5107765580355373e-05,0.2872340425531915
36,1.573725581287018e-05,0.2872340425531915
37,1.573725581287018e-05,0.2911025145067698
38,1.6366746045384987e-05,0.2911025145067698
39,1.6366746045384987e-05,0.29448742746615086
40,1.6996236277899794e-05,0.29448742746615086
41,1.6996236277899794e-05,0.29642166344294
42,1.76257265104146e-05,0.29642166344294
43,1.76257265104146e-05,0.2978723404255319
44,1.8255216742929408e-05,0.2978723404255319
45,1.8255216742929408e-05,0.2988394584139265
46,1.8884706975444215e-05,0.2988394584139265
47,1.8884706975444215e-05,0.3027079303675048
48,1.9514197207959022e-05,0.3027079303675048
49,1.9514197207959022e-05,0.3036750483558994
50,2.014368744047383e-05,0.3036750483558994
51,2.014368744047383e-05,0.30754352030947774
52,2.0773177672988636e-05,0.30754352030947774
53,2.0773177672988636e-05,0.31431334622823986
54,2.1402667905503446e-05,0.31431334622823986
55,2.1402667905503446e-05,0.31479690522243714
56,2.266164837053306e-05,0.31479690522243714
57,2.266164837053306e-05,0.316247582205029
58,2.3920628835562674e-05,0.316247582205029
59,2.3920628835562674e-05,0.31721470019342357
60,2.5179609300592288e-05,0.31721470019342357
61,2.5179609300592288e-05,0.31963249516441006
62,2.5809099533107094e-05,0.31963249516441006
63,2.5809099533107094e-05,0.32108317214700194
64,2.64385897656219e-05,0.32108317214700194
65,2.64385897656219e-05,0.3230174081237911
66,2.706807999813671e-05,0.3230174081237911
67,2.706807999813671e-05,0.3254352030947776
68,2.7697570230651515e-05,0.3254352030947776
69,2.7697570230651515e-05,0.32640232108317213
70,2.9586040928195936e-05,0.32640232108317213
71,2.9586040928195936e-05,0.3302707930367505
72,3.084502139322555e-05,0.3302707930367505
73,3.084502139322555e-05,0.33268858800773693
74,3.147451162574036e-05,0.33268858800773693
75,3.147451162574036e-05,0.3341392649903288
76,3.2104001858255164e-05,0.3341392649903288
77,3.2104001858255164e-05,0.33607350096711797
78,3.2733492090769974e-05,0.33607350096711797
79,3.2733492090769974e-05,0.33752417794970985
80,3.336298232328478e-05,0.33752417794970985
81,3.336298232328478e-05,0.33849129593810445
82,3.46219627883144e-05,0.33849129593810445
83,3.46219627883144e-05,0.33897485493230173
84,3.52514530208292e-05,0.33897485493230173
85,3.52514530208292e-05,0.33994197292069633
86,3.588094325334401e-05,0.33994197292069633
87,3.588094325334401e-05,0.3404255319148936
88,3.6510433485858816e-05,0.3404255319148936
89,3.6510433485858816e-05,0.3413926499032882
90,3.7139923718373626e-05,0.3413926499032882
91,3.7139923718373626e-05,0.3418762088974855
92,3.776941395088843e-05,0.3418762088974855
93,3.776941395088843e-05,0.34235976789168276
94,3.9028394415918043e-05,0.34235976789168276
95,3.9028394415918043e-05,0.3428433268858801
96,3.9657884648432854e-05,0.3428433268858801
97,3.9657884648432854e-05,0.34332688588007737
98,4.028737488094766e-05,0.34332688588007737
99,4.028737488094766e-05,0.344294003868472
100,4.217584557849208e-05,0.344294003868472
101,4.217584557849208e-05,0.34477756286266925
102,4.280533581100689e-05,0.34477756286266925
103,4.280533581100689e-05,0.34574468085106386
104,4.532329674106612e-05,0.34574468085106386
105,4.532329674106612e-05,0.35106382978723405
106,4.6582277206095733e-05,0.35106382978723405
107,4.6582277206095733e-05,0.3539651837524178
108,4.721176743861054e-05,0.3539651837524178
109,4.721176743861054e-05,0.3554158607350097
110,4.910023813615496e-05,0.3554158607350097
111,4.910023813615496e-05,0.35589941972920697
112,4.9729728368669765e-05,0.35589941972920697
113,4.9729728368669765e-05,0.3583172147001934
114,5.098870883369938e-05,0.3583172147001934
115,5.098870883369938e-05,0.36266924564796904
116,5.161819906621419e-05,0.36266924564796904
117,5.161819906621419e-05,0.3670212765957447
118,5.2247689298729e-05,0.3670212765957447
119,5.2247689298729e-05,0.36750483558994196
120,5.28771795312438e-05,0.36750483558994196
121,5.28771795312438e-05,0.3704061895551257
122,5.350666976375861e-05,0.3704061895551257
123,5.350666976375861e-05,0.3723404255319149
124,5.476565022878823e-05,0.3723404255319149
125,5.476565022878823e-05,0.3728239845261122
126,5.791310139136226e-05,0.3728239845261122
127,5.791310139136226e-05,0.37524177949709864
128,5.917208185639187e-05,0.37524177949709864
129,5.917208185639187e-05,0.37620889748549324
130,6.10605525539363e-05,0.37620889748549324
131,6.10605525539363e-05,0.3771760154738878
132,6.231953301896592e-05,0.3771760154738878
133,6.231953301896592e-05,0.3795938104448743
134,6.294902325148072e-05,0.3795938104448743
135,6.294902325148072e-05,0.3805609284332689
136,6.483749394902514e-05,0.3805609284332689
137,6.483749394902514e-05,0.38152804642166344
138,6.546698418153995e-05,0.38152804642166344
139,6.546698418153995e-05,0.3829787234042553
140,6.609647441405475e-05,0.3829787234042553
141,6.609647441405475e-05,0.3834622823984526
142,6.735545487908437e-05,0.3834622823984526
143,6.735545487908437e-05,0.3839458413926499
144,6.798494511159918e-05,0.3839458413926499
145,6.798494511159918e-05,0.3844294003868472
146,6.92439255766288e-05,0.3844294003868472
147,6.92439255766288e-05,0.3853965183752418
148,6.98734158091436e-05,0.3853965183752418
149,6.98734158091436e-05,0.38733075435203096
150,7.05029060416584e-05,0.38733075435203096
151,7.05029060416584e-05,0.38878143133462284
152,7.176188650668802e-05,0.38878143133462284
153,7.176188650668802e-05,0.3897485493230174
154,7.239137673920283e-05,0.3897485493230174
155,7.239137673920283e-05,0.39119922630560927
156,7.302086697171763e-05,0.39119922630560927
157,7.302086697171763e-05,0.3921663442940039
158,7.553882790177686e-05,0.3921663442940039
159,7.553882790177686e-05,0.3931334622823984
160,7.679780836680648e-05,0.3931334622823984
161,7.679780836680648e-05,0.39410058027079303
162,7.86862790643509e-05,0.39410058027079303
163,7.86862790643509e-05,0.3945841392649903
164,7.931576929686571e-05,0.3945841392649903
165,7.931576929686571e-05,0.3965183752417795
166,7.994525952938051e-05,0.3965183752417795
167,7.994525952938051e-05,0.3984526112185687
168,8.057474976189531e-05,0.3984526112185687
169,8.057474976189531e-05,0.3994197292069632
170,8.183373022692494e-05,0.3994197292069632
171,8.183373022692494e-05,0.39990328820116056
172,8.246322045943974e-05,0.39990328820116056
173,8.246322045943974e-05,0.4008704061895551
174,8.309271069195454e-05,0.4008704061895551
175,8.309271069195454e-05,0.40135396518375244
176,8.624016185452859e-05,0.40135396518375244
177,8.624016185452859e-05,0.402321083172147
178,8.686965208704339e-05,0.402321083172147
179,8.686965208704339e-05,0.40377176015473887
180,8.812863255207301e-05,0.40377176015473887
181,8.812863255207301e-05,0.40425531914893614
182,8.875812278458781e-05,0.40425531914893614
183,8.875812278458781e-05,0.40522243713733075
184,8.938761301710262e-05,0.40522243713733075
185,8.938761301710262e-05,0.40618955512572535
186,9.316455441219147e-05,0.40618955512572535
187,9.316455441219147e-05,0.4095744680851064
188,9.69414958072803e-05,0.4095744680851064
189,9.69414958072803e-05,0.41054158607350094
190,9.757098603979512e-05,0.41054158607350094
191,9.757098603979512e-05,0.41150870406189555
192,9.820047627230992e-05,0.41150870406189555
193,9.820047627230992e-05,0.4119922630560928
194,9.945945673733953e-05,0.4119922630560928
195,9.945945673733953e-05,0.41295938104448743
196,0.00010260690789991357,0.41295938104448743
197,0.00010260690789991357,0.4153771760154739
198,0.00010323639813242838,0.4153771760154739
199,0.00010323639813242838,0.41682785299806574
200,0.00010890181022506164,0.41682785299806574
201,0.00010890181022506164,0.41779497098646035
202,0.00011016079069009126,0.41779497098646035
203,0.00011016079069009126,0.4182785299806576
204,0.0001139377320851801,0.4182785299806576
205,0.0001139377320851801,0.41876208897485495
206,0.00011519671255020971,0.41876208897485495
207,0.00011519671255020971,0.4192456479690522
208,0.00011645569301523933,0.4192456479690522
209,0.00011645569301523933,0.4197292069632495
210,0.00011771467348026894,0.4197292069632495
211,0.00011771467348026894,0.42021276595744683
212,0.00012023263441032817,0.42021276595744683
213,0.00012023263441032817,0.4206963249516441
214,0.00012086212464284299,0.4206963249516441
215,0.00012086212464284299,0.4211798839458414
216,0.00012589804650296144,0.4211798839458414
217,0.00012589804650296144,0.42263056092843326
218,0.00012652753673547624,0.42263056092843326
219,0.00012652753673547624,0.42311411992263054
220,0.00012715702696799105,0.42311411992263054
221,0.00012715702696799105,0.42359767891682787
222,0.00012841600743302066,0.42359767891682787
223,0.00012841600743302066,0.42408123791102514
224,0.0001303044781305651,0.42408123791102514
225,0.0001303044781305651,0.4245647969052224
226,0.0001328224390606243,0.4245647969052224
227,0.0001328224390606243,0.42504835589941975
228,0.0001334519292931391,0.42504835589941975
229,0.0001334519292931391,0.425531914893617
230,0.00013408141952565394,0.425531914893617
